ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score,sla_target_hours,resolution_time_hours,SLA_breached
INC-100403,2025-09-24 21:00:00,,Medium,Onboarding,Marco Klein,Service Desk,Pending,Remote,,48,,True
INC-100321,2025-09-24 23:00:00,2025-09-30 17:37:10.698210289,Low,Hardware,Priya Sharma,Service Desk,Resolved,Remote,3.5,72,138.62,True
INC-100595,2025-09-24 23:00:00,2025-09-28 00:14:18.041514710,Low,Network,Kevin Zhang,Network,Resolved,Frankfurt,4.1,72,73.24,True
INC-100167,2025-09-25 02:00:00,2025-09-26 09:47:52.979667528,Low,Email,Alice Brown,Service Desk,Resolved,Cologne,5.0,72,31.8,False
INC-100607,2025-09-25 12:00:00,2025-09-26 07:42:33.820675697,Low,Network,Chris Miller,Applications,Resolved,Cologne,4.3,72,19.71,False
INC-100066,2025-09-26 04:00:00,2025-09-28 05:38:52.393124110,Medium,Onboarding,Chris Miller,Applications,Resolved,Remote,4.0,48,49.65,True
INC-100632,2025-09-26 14:00:00,2025-09-26 23:49:06.374464419,Critical,Email,Chris Miller,Applications,Resolved,Hamburg,3.7,8,9.82,True
INC-100646,2025-09-26 19:00:00,2025-09-27 10:42:25.838474475,High,Network,Marco Klein,Service Desk,Resolved,Hamburg,3.0,24,15.71,False
INC-101095,2025-09-26 20:00:00,,Low,Vpn,Emre Kaya,Applications,Open,Remote,,72,,True
INC-100254,2025-09-27 04:00:00,2025-09-28 19:02:35.540825903,Medium,Onboarding,Tim Bauer,Network,Closed,Munich,4.0,48,39.04,False
INC-100077,2025-09-27 05:00:00,2025-09-28 07:49:23.655532365,Medium,Hardware,Tim Bauer,Network,Resolved,Berlin,5.0,48,26.82,False
INC-101145,2025-09-27 11:00:00,2025-09-28 02:24:46.072799286,Medium,Hardware,Sofia Lang,Applications,Resolved,Munich,3.2,48,15.41,False
INC-100294,2025-09-27 13:00:00,2025-09-28 06:18:38.938815894,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Remote,3.8,48,17.31,False
INC-100738,2025-09-28 01:00:00,2025-09-28 19:07:16.555462224,High,Software,Emre Kaya,Applications,Closed,Berlin,3.0,24,18.12,False
INC-101069,2025-09-28 01:00:00,,High,Vpn,Alice Brown,Service Desk,In Progress,Remote,,24,,True
INC-101030,2025-09-28 04:00:00,2025-09-28 16:21:42.998171815,High,Email,David Ross,Infrastructure,Resolved,Berlin,3.9,24,12.36,False
INC-100169,2025-09-28 05:00:00,2025-09-29 11:42:56.070507893,Low,Software,Lina Schmitt,Service Desk,Resolved,Berlin,3.7,72,30.72,False
INC-100487,2025-09-28 05:00:00,2025-09-28 20:42:52.940423224,Medium,Onboarding,Marta Novak,Security,Resolved,Munich,3.2,48,15.71,False
INC-100371,2025-09-28 12:00:00,2025-09-29 23:56:15.987104424,High,Software,Alice Brown,Service Desk,Resolved,Remote,3.5,24,35.94,True
INC-100627,2025-09-29 04:00:00,2025-09-29 12:22:56.124489481,High,Access Request,Nina Falk,Infrastructure,Resolved,Berlin,3.6,24,8.38,False
INC-101142,2025-09-29 05:00:00,2025-10-02 10:31:35.982801582,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Munich,3.7,48,77.53,True
INC-101176,2025-09-29 07:00:00,2025-10-01 11:49:47.051864786,Medium,Security Incident,Jonas Weber,Infrastructure,Closed,Frankfurt,3.3,48,52.83,True
INC-100199,2025-09-29 08:00:00,2025-10-01 07:22:01.422995917,Low,Onboarding,Noah Fischer,Security,Resolved,Frankfurt,4.0,72,47.37,False
INC-101160,2025-09-29 17:00:00,,Low,Onboarding,Tim Bauer,Network,Open,Munich,,72,,True
INC-100197,2025-09-30 05:00:00,2025-09-30 15:13:25.521636649,Medium,Hardware,Marco Klein,Service Desk,Resolved,Remote,4.0,48,10.22,False
INC-100991,2025-09-30 05:00:00,2025-09-30 12:41:20.386360794,Critical,Onboarding,Alice Brown,Service Desk,Closed,Berlin,4.4,8,7.69,False
INC-100268,2025-10-01 05:00:00,2025-10-01 19:23:13.601450209,High,Vpn,Noah Fischer,Security,Closed,Remote,3.0,24,14.39,False
INC-100139,2025-10-01 09:00:00,2025-10-01 20:52:41.464212776,High,Hardware,David Ross,Infrastructure,Resolved,Munich,3.6,24,11.88,False
INC-100979,2025-10-02 05:00:00,2025-10-04 03:26:15.134398681,Medium,Hardware,Olivia Reed,Network,Resolved,Munich,3.3,48,46.44,False
INC-100044,2025-10-03 02:00:00,2025-10-05 07:47:24.795186374,Medium,Vpn,Marco Klein,Service Desk,Resolved,Cologne,3.3,48,53.79,True
INC-100521,2025-10-03 21:00:00,2025-10-04 11:44:09.532825685,Medium,Access Request,Sofia Lang,Applications,Resolved,Hamburg,4.3,48,14.74,False
INC-100998,2025-10-04 13:00:00,2025-10-05 18:56:55.166384458,Medium,Software,Alice Brown,Service Desk,Resolved,Berlin,4.2,48,29.95,False
INC-100765,2025-10-04 14:00:00,2025-10-05 19:42:22.753666930,Low,Network,Nina Falk,Infrastructure,Resolved,Remote,4.5,72,29.71,False
INC-100194,2025-10-04 20:00:00,2025-10-05 10:11:24.993495292,Medium,Access Request,Marco Klein,Service Desk,Closed,Berlin,4.1,48,14.19,False
INC-100301,2025-10-05 06:00:00,2025-10-05 14:18:16.077889642,Critical,Email,Jonas Weber,Infrastructure,Resolved,Remote,3.8,8,8.3,True
INC-100053,2025-10-05 08:00:00,2025-10-06 03:23:50.456990814,Medium,Network,Chris Miller,Applications,Resolved,Cologne,4.1,48,19.4,False
INC-100746,2025-10-05 09:00:00,,High,Software,Sofia Lang,Applications,Open,Cologne,,24,,True
INC-101052,2025-10-05 13:00:00,2025-10-06 15:54:09.018527207,Medium,Software,Priya Sharma,Service Desk,Resolved,Munich,4.6,48,26.9,False
INC-100201,2025-10-05 21:00:00,,High,Onboarding,Noah Fischer,Security,Open,Frankfurt,,24,,True
INC-100630,2025-10-05 22:00:00,,Low,Email,Lina Schmitt,Service Desk,In Progress,Berlin,,72,,True
INC-101138,2025-10-05 23:00:00,2025-10-06 20:06:22.917433815,High,Access Request,Lina Schmitt,Service Desk,Closed,Frankfurt,3.6,24,21.11,False
INC-100063,2025-10-05 23:00:00,2025-10-08 06:08:29.348401088,Low,Vpn,Lina Schmitt,Service Desk,Resolved,Berlin,3.8,72,55.14,False
INC-100393,2025-10-06 03:00:00,2025-10-07 02:55:34.278852337,Critical,Email,Noah Fischer,Security,Closed,Berlin,3.8,8,23.93,True
INC-100628,2025-10-06 04:00:00,2025-10-06 21:42:48.256310270,Medium,Email,David Ross,Infrastructure,Resolved,Berlin,4.1,48,17.71,False
INC-101151,2025-10-06 18:00:00,,Low,Access Request,Sofia Lang,Applications,In Progress,Remote,,72,,True
INC-100068,2025-10-06 21:00:00,,Low,Hardware,Kevin Zhang,Network,Open,Berlin,,72,,True
INC-100022,2025-10-06 23:00:00,2025-10-07 23:52:20.960579018,High,Software,David Ross,Infrastructure,Resolved,Hamburg,3.8,24,24.87,True
INC-100332,2025-10-07 00:00:00,2025-10-07 20:27:56.091331889,Medium,Email,Nina Falk,Infrastructure,Resolved,Remote,5.0,48,20.47,False
INC-100909,2025-10-07 01:00:00,2025-10-09 22:46:10.692077070,Medium,Hardware,Alice Brown,Service Desk,Resolved,Munich,4.6,48,69.77,True
INC-101044,2025-10-07 08:00:00,2025-10-07 10:58:36.505347313,High,Hardware,Alice Brown,Service Desk,Resolved,Remote,3.9,24,2.98,False
INC-100576,2025-10-07 16:00:00,2025-10-11 00:41:59.309078463,Medium,Access Request,Marta Novak,Security,Resolved,Munich,3.1,48,80.7,True
INC-100374,2025-10-07 16:00:00,2025-10-09 20:07:26.404192696,Low,Access Request,Kevin Zhang,Network,Resolved,Frankfurt,3.7,72,52.12,False
INC-100498,2025-10-07 19:00:00,2025-10-08 15:21:36.274030290,High,Access Request,Marta Novak,Security,Resolved,Remote,3.4,24,20.36,False
INC-100913,2025-10-08 07:00:00,2025-10-09 16:39:15.836154348,High,Hardware,Sofia Lang,Applications,Closed,Remote,3.5,24,33.65,True
INC-100770,2025-10-08 07:00:00,2025-10-08 11:39:06.873116297,Medium,Vpn,Jonas Weber,Infrastructure,Closed,Cologne,3.8,48,4.65,False
INC-100634,2025-10-09 01:00:00,2025-10-11 10:34:50.531716520,Medium,Software,Emre Kaya,Applications,Closed,Berlin,4.3,48,57.58,True
INC-100379,2025-10-09 04:00:00,2025-10-10 02:21:52.178339985,Medium,Hardware,Jonas Weber,Infrastructure,Resolved,Cologne,4.0,48,22.36,False
INC-100188,2025-10-09 10:00:00,2025-10-10 04:49:50.211340784,High,Email,Priya Sharma,Service Desk,Resolved,Munich,3.0,24,18.83,False
INC-100758,2025-10-09 23:00:00,2025-10-11 05:54:51.397825946,Medium,Hardware,David Ross,Infrastructure,Resolved,Berlin,4.3,48,30.91,False
INC-101017,2025-10-10 03:00:00,2025-10-10 09:40:09.401740369,Medium,Hardware,Alice Brown,Service Desk,Resolved,Hamburg,3.9,48,6.67,False
INC-101159,2025-10-10 05:00:00,2025-10-11 00:54:13.038040877,Medium,Hardware,Kevin Zhang,Network,Resolved,Remote,3.7,48,19.9,False
INC-100614,2025-10-10 10:00:00,,High,Network,David Ross,Infrastructure,In Progress,Frankfurt,,24,,True
INC-100094,2025-10-10 23:00:00,2025-10-11 03:09:36.911042884,Critical,Access Request,Alice Brown,Service Desk,Closed,Munich,3.5,8,4.16,False
INC-101066,2025-10-11 01:00:00,2025-10-11 15:10:00.762053351,High,Access Request,Tim Bauer,Network,Resolved,Remote,4.3,24,14.17,False
INC-100809,2025-10-11 19:00:00,2025-10-12 04:37:48.922368471,Critical,Email,Tim Bauer,Network,Closed,Berlin,1.9,8,9.63,True
INC-101173,2025-10-11 23:00:00,2025-10-12 05:06:20.754048679,Critical,Access Request,Chris Miller,Applications,Resolved,Frankfurt,2.9,8,6.11,False
INC-101094,2025-10-12 05:00:00,2025-10-13 01:07:13.281757896,Low,Network,Marta Novak,Security,Closed,Berlin,3.7,72,20.12,False
INC-100552,2025-10-12 11:00:00,2025-10-15 10:12:07.615739945,Medium,Onboarding,Kevin Zhang,Network,Resolved,Hamburg,4.1,48,71.2,True
INC-100440,2025-10-13 10:00:00,2025-10-14 06:20:25.790025582,Medium,Network,Priya Sharma,Service Desk,Resolved,Berlin,4.3,48,20.34,False
INC-101168,2025-10-13 15:00:00,,Medium,Hardware,Marco Klein,Service Desk,Open,Hamburg,,48,,True
INC-100957,2025-10-14 04:00:00,2025-10-14 11:54:25.737385975,Critical,Onboarding,Kevin Zhang,Network,Resolved,Munich,4.8,8,7.91,False
INC-100027,2025-10-14 13:00:00,2025-10-15 11:43:13.038107183,Medium,Network,Marta Novak,Security,Closed,Remote,3.2,48,22.72,False
INC-100942,2025-10-14 23:00:00,2025-10-17 09:48:14.283405251,Low,Onboarding,Lina Schmitt,Service Desk,Closed,Remote,4.1,72,58.8,False
INC-100585,2025-10-14 23:00:00,,High,Access Request,Priya Sharma,Service Desk,Pending,Cologne,,24,,True
INC-100164,2025-10-15 12:00:00,,High,Access Request,Priya Sharma,Service Desk,Pending,Berlin,,24,,True
INC-100687,2025-10-15 14:00:00,2025-10-16 21:12:10.963772625,Medium,Security Incident,Jonas Weber,Infrastructure,Resolved,Hamburg,3.6,48,31.2,False
INC-101131,2025-10-15 15:00:00,,High,Network,Tim Bauer,Network,Open,Munich,,24,,True
INC-100144,2025-10-16 01:00:00,2025-10-20 13:05:56.979089739,Low,Hardware,Marco Klein,Service Desk,Resolved,Frankfurt,5.0,72,108.1,True
INC-100962,2025-10-16 02:00:00,,Low,Onboarding,Chris Miller,Applications,In Progress,Frankfurt,,72,,True
INC-100163,2025-10-16 04:00:00,2025-10-18 17:52:18.267617875,Low,Network,Alice Brown,Service Desk,Closed,Berlin,3.0,72,61.87,False
INC-100373,2025-10-16 10:00:00,2025-10-16 17:50:38.275695367,High,Network,Alice Brown,Service Desk,Resolved,Munich,4.3,24,7.84,False
INC-100065,2025-10-16 14:00:00,2025-10-17 21:43:50.555419379,Medium,Network,Nina Falk,Infrastructure,Closed,Berlin,4.4,48,31.73,False
INC-100907,2025-10-16 18:00:00,2025-10-18 06:49:38.986683307,High,Onboarding,Noah Fischer,Security,Resolved,Cologne,4.0,24,36.83,True
INC-100960,2025-10-16 20:00:00,2025-10-18 21:59:55.229037724,Medium,Network,Olivia Reed,Network,Resolved,Hamburg,3.6,48,50.0,True
INC-100496,2025-10-17 00:00:00,2025-10-18 03:44:12.191611585,High,Access Request,Nina Falk,Infrastructure,Closed,Remote,3.4,24,27.74,True
INC-101043,2025-10-17 15:00:00,2025-10-18 12:55:34.550461338,Low,Software,Nina Falk,Infrastructure,Resolved,Remote,4.3,72,21.93,False
INC-101191,2025-10-17 17:00:00,2025-10-19 01:39:18.514501371,Low,Security Incident,Marta Novak,Security,Closed,Munich,4.7,72,32.66,False
INC-100248,2025-10-17 19:00:00,2025-10-18 20:27:19.566984950,High,Network,Sofia Lang,Applications,Resolved,Berlin,4.6,24,25.46,True
INC-100572,2025-10-17 21:00:00,2025-10-19 08:57:49.297489420,Low,Software,Noah Fischer,Security,Resolved,Berlin,4.5,72,35.96,False
INC-100624,2025-10-18 01:00:00,2025-10-19 01:19:13.558083268,High,Access Request,Emre Kaya,Applications,Closed,Remote,4.0,24,24.32,True
INC-100425,2025-10-18 02:00:00,2025-10-22 08:17:54.354342718,Low,Onboarding,Sofia Lang,Applications,Resolved,Munich,5.0,72,102.3,True
INC-101079,2025-10-18 06:00:00,2025-10-19 23:37:12.848606574,Low,Network,Olivia Reed,Network,Resolved,Munich,4.9,72,41.62,False
INC-100165,2025-10-18 07:00:00,2025-10-19 13:05:54.226351415,Medium,Email,Kevin Zhang,Network,Closed,Remote,4.1,48,30.1,False
INC-100275,2025-10-18 08:00:00,2025-10-19 02:18:40.943397172,High,Software,Chris Miller,Applications,Resolved,Frankfurt,4.5,24,18.31,False
INC-100929,2025-10-18 09:00:00,,Low,Software,Marco Klein,Service Desk,In Progress,Hamburg,,72,,True
INC-100972,2025-10-18 09:00:00,2025-10-20 04:03:34.836620970,Low,Security Incident,Chris Miller,Applications,Closed,Berlin,5.0,72,43.06,False
INC-100732,2025-10-18 11:00:00,2025-10-19 21:28:10.227685159,High,Network,Nina Falk,Infrastructure,Closed,Frankfurt,4.0,24,34.47,True
INC-100464,2025-10-18 14:00:00,2025-10-19 02:02:40.527293438,Medium,Access Request,Emre Kaya,Applications,Resolved,Cologne,4.0,48,12.04,False
INC-101185,2025-10-18 20:00:00,2025-10-19 20:28:52.306963479,High,Access Request,Lina Schmitt,Service Desk,Resolved,Hamburg,3.2,24,24.48,True
INC-100777,2025-10-19 17:00:00,2025-10-20 20:29:14.446476183,High,Email,Sofia Lang,Applications,Resolved,Cologne,3.5,24,27.49,True
INC-101059,2025-10-19 20:00:00,2025-10-20 21:27:25.968592389,Medium,Email,Nina Falk,Infrastructure,Resolved,Frankfurt,2.4,48,25.46,False
INC-100500,2025-10-20 05:00:00,,High,Email,Priya Sharma,Service Desk,Open,Berlin,,24,,True
INC-100954,2025-10-20 16:00:00,2025-10-21 09:40:52.083941413,High,Access Request,Jonas Weber,Infrastructure,Resolved,Hamburg,3.6,24,17.68,False
INC-100547,2025-10-21 00:00:00,2025-10-21 17:10:50.430288970,Medium,Onboarding,Marta Novak,Security,Resolved,Berlin,3.0,48,17.18,False
INC-101153,2025-10-21 09:00:00,2025-10-22 14:04:34.873158341,Medium,Access Request,Kevin Zhang,Network,Closed,Remote,3.6,48,29.08,False
INC-100994,2025-10-21 12:00:00,2025-10-25 12:31:55.659597723,Medium,Vpn,Nina Falk,Infrastructure,Closed,Berlin,4.0,48,96.53,True
INC-100795,2025-10-21 12:00:00,2025-10-22 13:19:03.042796597,Medium,Hardware,Noah Fischer,Security,Closed,Berlin,4.2,48,25.32,False
INC-100238,2025-10-21 16:00:00,2025-10-22 10:18:45.167686240,Medium,Access Request,Kevin Zhang,Network,Resolved,Cologne,4.1,48,18.31,False
INC-100473,2025-10-21 16:00:00,2025-10-23 01:27:12.185791188,Medium,Email,Jonas Weber,Infrastructure,Resolved,Berlin,3.3,48,33.45,False
INC-100005,2025-10-21 22:00:00,2025-10-26 12:54:45.452063132,Low,Email,Olivia Reed,Network,Closed,Frankfurt,5.0,72,110.91,True
INC-100621,2025-10-22 01:00:00,2025-10-24 11:11:07.372581142,Medium,Access Request,Marco Klein,Service Desk,Closed,Remote,3.5,48,58.19,True
INC-101100,2025-10-22 02:00:00,2025-10-23 07:29:42.346321093,High,Software,Noah Fischer,Security,Resolved,Frankfurt,3.3,24,29.5,True
INC-100407,2025-10-22 02:00:00,,Medium,Email,Olivia Reed,Network,Open,Cologne,,48,,True
INC-100435,2025-10-22 02:00:00,2025-10-23 06:04:58.489813556,Low,Email,Nina Falk,Infrastructure,Closed,Frankfurt,4.1,72,28.08,False
INC-100633,2025-10-22 03:00:00,2025-10-22 22:46:31.003733305,Medium,Network,Priya Sharma,Service Desk,Closed,Berlin,3.9,48,19.78,False
INC-100155,2025-10-22 05:00:00,,Low,Onboarding,Chris Miller,Applications,In Progress,Cologne,,72,,True
INC-100354,2025-10-22 10:00:00,2025-10-24 03:46:41.727172983,Medium,Security Incident,Marco Klein,Service Desk,Closed,Cologne,3.3,48,41.78,False
INC-100091,2025-10-22 10:00:00,2025-10-22 19:55:21.678033946,High,Hardware,Alice Brown,Service Desk,Resolved,Munich,3.5,24,9.92,False
INC-100140,2025-10-22 19:00:00,,Medium,Access Request,David Ross,Infrastructure,Open,Berlin,,48,,True
INC-101039,2025-10-22 19:00:00,2025-10-24 10:38:44.423332047,Medium,Software,Marco Klein,Service Desk,Resolved,Remote,4.3,48,39.65,False
INC-100082,2025-10-22 21:00:00,2025-10-25 14:17:51.082638060,Low,Network,Alice Brown,Service Desk,Resolved,Berlin,4.0,72,65.3,False
INC-100756,2025-10-23 02:00:00,2025-10-26 00:22:18.862201111,Medium,Email,Alice Brown,Service Desk,Resolved,Berlin,4.3,48,70.37,True
INC-100004,2025-10-23 07:00:00,2025-10-24 08:57:17.003834543,High,Email,Marta Novak,Security,Closed,Berlin,2.9,24,25.95,True
INC-100298,2025-10-23 08:00:00,2025-10-24 20:04:48.910121487,Medium,Software,Marco Klein,Service Desk,Resolved,Remote,3.6,48,36.08,False
INC-100121,2025-10-23 12:00:00,,Low,Software,Nina Falk,Infrastructure,Open,Hamburg,,72,,True
INC-100285,2025-10-23 21:00:00,,Low,Email,Marco Klein,Service Desk,In Progress,Hamburg,,72,,True
INC-100800,2025-10-24 03:00:00,2025-10-24 19:19:43.968808045,Medium,Vpn,David Ross,Infrastructure,Closed,Remote,4.1,48,16.33,False
INC-100935,2025-10-24 05:00:00,,Medium,Hardware,Lina Schmitt,Service Desk,In Progress,Cologne,,48,,True
INC-100030,2025-10-24 10:00:00,2025-10-26 12:22:47.808667790,Medium,Software,Noah Fischer,Security,Resolved,Frankfurt,3.2,48,50.38,True
INC-100689,2025-10-24 20:00:00,2025-10-26 19:54:35.102751756,Medium,Access Request,David Ross,Infrastructure,Resolved,Munich,3.4,48,47.91,False
INC-100047,2025-10-24 23:00:00,,Medium,Software,Alice Brown,Service Desk,Open,Remote,,48,,True
INC-100186,2025-10-25 01:00:00,,Low,Onboarding,David Ross,Infrastructure,In Progress,Remote,,72,,True
INC-100923,2025-10-25 04:00:00,2025-10-25 13:23:03.405893632,Medium,Software,Olivia Reed,Network,Resolved,Remote,3.5,48,9.38,False
INC-100869,2025-10-25 04:00:00,2025-10-26 11:39:51.187288644,Medium,Network,Noah Fischer,Security,Resolved,Berlin,4.4,48,31.66,False
INC-100219,2025-10-25 06:00:00,2025-10-25 21:38:44.695804678,Medium,Network,Emre Kaya,Applications,Resolved,Frankfurt,4.4,48,15.65,False
INC-100267,2025-10-25 06:00:00,2025-10-26 08:10:04.120857686,Low,Network,Tim Bauer,Network,Resolved,Munich,4.8,72,26.17,False
INC-101092,2025-10-25 13:00:00,2025-10-26 01:48:52.087475956,High,Vpn,Olivia Reed,Network,Resolved,Cologne,4.3,24,12.81,False
INC-101184,2025-10-25 13:00:00,2025-10-25 20:46:26.997252107,Medium,Network,Marco Klein,Service Desk,Resolved,Berlin,4.2,48,7.77,False
INC-100883,2025-10-25 16:00:00,2025-10-27 05:57:59.208631589,High,Access Request,Sofia Lang,Applications,Resolved,Hamburg,3.0,24,37.97,True
INC-100214,2025-10-25 20:00:00,2025-10-26 03:36:14.613361315,Medium,Software,Sofia Lang,Applications,Resolved,Cologne,4.4,48,7.6,False
INC-101057,2025-10-25 21:00:00,2025-10-26 10:47:43.928839449,Medium,Email,Priya Sharma,Service Desk,Closed,Hamburg,5.0,48,13.8,False
INC-100031,2025-10-26 02:00:00,,High,Software,Olivia Reed,Network,Pending,Munich,,24,,True
INC-100020,2025-10-26 02:00:00,2025-10-27 02:31:48.671386601,Low,Network,Alice Brown,Service Desk,Closed,Munich,4.2,72,24.53,False
INC-100833,2025-10-26 18:00:00,2025-10-29 05:20:07.272454157,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Remote,4.0,48,59.34,True
INC-100506,2025-10-26 22:00:00,2025-10-28 10:54:25.957328624,Medium,Software,Noah Fischer,Security,Resolved,Remote,3.3,48,36.91,False
INC-100792,2025-10-27 00:00:00,,Medium,Onboarding,Noah Fischer,Security,Open,Berlin,,48,,True
INC-100537,2025-10-27 08:00:00,2025-10-28 05:52:10.685144960,Low,Onboarding,Nina Falk,Infrastructure,Closed,Munich,4.1,72,21.87,False
INC-100222,2025-10-27 09:00:00,2025-10-28 05:35:40.577533253,High,Access Request,Sofia Lang,Applications,Resolved,Munich,4.5,24,20.59,False
INC-100871,2025-10-27 11:00:00,2025-10-29 15:51:38.907215595,Medium,Network,Kevin Zhang,Network,Resolved,Hamburg,3.3,48,52.86,True
INC-100205,2025-10-27 18:00:00,2025-10-27 20:13:46.551705861,High,Access Request,Marco Klein,Service Desk,Resolved,Frankfurt,3.4,24,2.23,False
INC-100916,2025-10-28 01:00:00,,Medium,Hardware,Alice Brown,Service Desk,In Progress,Hamburg,,48,,True
INC-100798,2025-10-28 01:00:00,2025-10-28 17:18:02.312956810,High,Software,Olivia Reed,Network,Resolved,Berlin,3.2,24,16.3,False
INC-100114,2025-10-28 03:00:00,,Medium,Network,Kevin Zhang,Network,Open,Munich,,48,,True
INC-100905,2025-10-28 03:00:00,,Medium,Email,Noah Fischer,Security,Open,Cologne,,48,,True
INC-100335,2025-10-28 09:00:00,2025-10-30 20:45:07.196278326,Medium,Network,Marta Novak,Security,Resolved,Berlin,3.8,48,59.75,True
INC-100647,2025-10-28 12:00:00,2025-10-29 21:59:36.487520258,Medium,Access Request,Emre Kaya,Applications,Resolved,Hamburg,4.2,48,33.99,False
INC-100939,2025-10-28 19:00:00,2025-10-29 02:37:44.492496868,Medium,Email,Marta Novak,Security,Resolved,Berlin,4.2,48,7.63,False
INC-100176,2025-10-28 20:00:00,2025-10-29 19:46:44.011089914,Low,Hardware,Olivia Reed,Network,Resolved,Berlin,3.3,72,23.78,False
INC-100612,2025-10-29 01:00:00,2025-10-30 19:05:04.237800776,Medium,Vpn,Noah Fischer,Security,Closed,Cologne,4.2,48,42.08,False
INC-100073,2025-10-29 02:00:00,,High,Vpn,Kevin Zhang,Network,Open,Remote,,24,,True
INC-100485,2025-10-29 02:00:00,,Medium,Hardware,Tim Bauer,Network,Pending,Hamburg,,48,,True
INC-100231,2025-10-29 04:00:00,2025-10-30 04:54:16.496401103,Medium,Access Request,Emre Kaya,Applications,Resolved,Hamburg,4.1,48,24.9,False
INC-100710,2025-10-29 20:00:00,2025-10-30 04:12:20.434436080,High,Network,Olivia Reed,Network,Resolved,Frankfurt,4.5,24,8.21,False
INC-101075,2025-10-30 00:00:00,2025-10-30 20:39:53.538587655,Low,Access Request,Marta Novak,Security,Resolved,Berlin,4.7,72,20.66,False
INC-100054,2025-10-30 00:00:00,2025-10-30 20:34:50.733923782,High,Email,Lina Schmitt,Service Desk,Resolved,Berlin,3.4,24,20.58,False
INC-100277,2025-10-30 02:00:00,2025-11-01 06:16:20.141259709,Medium,Vpn,Jonas Weber,Infrastructure,Resolved,Berlin,4.4,48,52.27,True
INC-100474,2025-10-30 04:00:00,2025-10-30 18:56:05.231528491,Medium,Onboarding,Tim Bauer,Network,Resolved,Berlin,4.2,48,14.93,False
INC-101102,2025-10-30 15:00:00,2025-11-01 10:07:30.942439682,Medium,Vpn,Kevin Zhang,Network,Closed,Munich,3.2,48,43.13,False
INC-100070,2025-10-30 16:00:00,2025-11-01 04:16:31.870537391,Medium,Onboarding,David Ross,Infrastructure,Closed,Berlin,4.1,48,36.28,False
INC-100367,2025-10-30 16:00:00,2025-10-31 20:10:26.634747389,Medium,Onboarding,Tim Bauer,Network,Closed,Munich,2.9,48,28.17,False
INC-100124,2025-10-31 01:00:00,2025-11-01 21:40:45.119330862,Medium,Software,Olivia Reed,Network,Resolved,Cologne,3.2,48,44.68,False
INC-100109,2025-10-31 04:00:00,,Low,Security Incident,Jonas Weber,Infrastructure,In Progress,Remote,,72,,True
INC-100290,2025-10-31 15:00:00,2025-11-01 02:14:33.194628912,Medium,Software,Sofia Lang,Applications,Resolved,Remote,4.0,48,11.24,False
INC-100944,2025-10-31 19:00:00,,Medium,Email,Alice Brown,Service Desk,In Progress,Hamburg,,48,,True
INC-100974,2025-10-31 19:00:00,2025-11-03 03:03:45.645960797,Low,Access Request,Noah Fischer,Security,Resolved,Cologne,4.0,72,56.06,False
INC-100519,2025-11-01 02:00:00,2025-11-02 23:39:51.352665706,Medium,Software,Alice Brown,Service Desk,Resolved,Remote,3.8,48,45.66,False
INC-100076,2025-11-01 04:00:00,2025-11-02 22:54:49.847750135,High,Security Incident,David Ross,Infrastructure,Resolved,Berlin,3.5,24,42.91,True
INC-100709,2025-11-01 05:00:00,2025-11-03 13:07:01.588962069,Medium,Network,Marco Klein,Service Desk,Closed,Munich,3.7,48,56.12,True
INC-100973,2025-11-01 13:00:00,,Medium,Onboarding,Sofia Lang,Applications,Open,Remote,,48,,True
INC-100622,2025-11-01 16:00:00,2025-11-02 05:11:50.610551684,Medium,Hardware,Lina Schmitt,Service Desk,Resolved,Remote,4.3,48,13.2,False
INC-100785,2025-11-01 18:00:00,2025-11-02 13:07:24.142892785,Medium,Access Request,Olivia Reed,Network,Resolved,Berlin,4.0,48,19.12,False
INC-100768,2025-11-02 01:00:00,2025-11-02 14:30:37.218186609,Medium,Access Request,Priya Sharma,Service Desk,Resolved,Hamburg,4.3,48,13.51,False
INC-101101,2025-11-02 03:00:00,2025-11-03 11:32:56.838516481,Medium,Software,Tim Bauer,Network,Resolved,Remote,3.8,48,32.55,False
INC-100644,2025-11-02 10:00:00,2025-11-02 17:38:47.751411732,Low,Network,Priya Sharma,Service Desk,Resolved,Remote,4.0,72,7.65,False
INC-100276,2025-11-02 18:00:00,2025-11-03 12:20:48.437194673,High,Network,Kevin Zhang,Network,Closed,Remote,4.5,24,18.35,False
INC-101146,2025-11-02 19:00:00,2025-11-03 15:26:58.830779544,Medium,Software,Chris Miller,Applications,Resolved,Remote,3.9,48,20.45,False
INC-100282,2025-11-03 19:00:00,2025-11-07 06:49:07.560927274,Low,Hardware,Emre Kaya,Applications,Closed,Munich,3.1,72,83.82,True
INC-101031,2025-11-04 00:00:00,,Medium,Hardware,Nina Falk,Infrastructure,Open,Hamburg,,48,,True
INC-100729,2025-11-04 03:00:00,2025-11-05 01:24:04.234954726,High,Security Incident,Lina Schmitt,Service Desk,Closed,Frankfurt,4.1,24,22.4,False
INC-100444,2025-11-04 06:00:00,2025-11-04 12:37:12.505398789,Medium,Hardware,Chris Miller,Applications,Resolved,Frankfurt,3.9,48,6.62,False
